Unique.Specimen.Identifier;Family1;Order1;Sequence;Specimen.number;Source;Sex;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-wing.Index;Tail.Length;Sample.Number;Measurer;Avonet.Protocol.Used;Protocol.both.pairs;Protocol.neither.pair
Turdus unicolor_1904.12.5.2;Turdidae;PASSERIFORMES;9010;1904.12.5.2;NHMUK;M;21,7;12,5;4,2;6;32,7;122;40;82;32,8;77;1;AMGZ;1;0;0
Turdus unicolor_1904.12.5.2;Turdidae;PASSERIFORMES;9010;1904.12.5.2;NHMUK;M;22,2;NA;NA;7;32,3;125;38,6;86,4;30,9;85,3;2;APH;0;0;0
Turdus viscivorus_1907.12.20.777;Turdidae;PASSERIFORMES;8940;1907.12.20.777;NHMUK;M;NA;NA;NA;NA;NA;152;58;94;38,1;NA;2;MS;0;0;0
Turdus viscivorus_1907.12.20.777;Turdidae;PASSERIFORMES;8940;1907.12.20.777;NHMUK;M;25,2;15,1;5,6;7;32,2;152;57,8;94,2;38;111;1;PW;1;0;0
Turdus viscivorus_1934.1.1.3839;Turdidae;PASSERIFORMES;8940;1934.1.1.3839;NHMUK;M;NA;NA;NA;NA;NA;151;51,8;99,2;34,3;NA;2;MS;0;0;0
Turdus viscivorus_1934.1.1.3839;Turdidae;PASSERIFORMES;8940;1934.1.1.3839;NHMUK;M;25,5;15,3;6;6,6;30,8;150;54,1;95,9;36,1;101;1;PW;1;0;0
Turnagra capensis_1949.64.218;Oriolidae;PASSERIFORMES;6254;1949.64.218;NHMUK;M;24,8;NA;8,4;9,9;39,3;128;23;105;18;114;2;CR;0;0;0
Turnagra capensis_1949.64.218;Oriolidae;PASSERIFORMES;6254;1949.64.218;NHMUK;M;23,9;13,6;7,3;9,6;37,8;123;25,6;97,4;20,8;117;1;FS;1;0;0
Tylas eduardi_1931.8.18.2220;Vangidae;PASSERIFORMES;6558;1931.8.18.2220;NHMUK;M;24,6;NA;7,3;6,3;26;121;22;99;18,2;79;2;CR;0;0;0
Tylas eduardi_1931.8.18.2220;Vangidae;PASSERIFORMES;6558;1931.8.18.2220;NHMUK;M;22,6;13,2;5,3;6,5;23,5;120;18,7;101,3;15,6;81;1;SRW;1;0;0
Tyrannus tyrannus_1888.1.1.1677;Tyrannidae;PASSERIFORMES;5734;1888.1.1.1677;NHMUK;F;21,7;14,5;7;6;18,5;112;36,5;75,5;32,6;79;1;HM;1;0;0
Tyrannus tyrannus_1888.1.1.1677;Tyrannidae;PASSERIFORMES;5734;1888.1.1.1677;NHMUK;F;24;NA;NA;NA;17,7;116;36;80;31;83;2;TT;0;0;0
Tyrannus verticalis_1910.4.26.92;Tyrannidae;PASSERIFORMES;5733;1910.4.26.92;NHMUK;M;22;NA;8,2;6,8;20;128;NA;NA;NA;95;1;GT;0;0;0
Tyrannus verticalis_1910.4.26.92;Tyrannidae;PASSERIFORMES;5733;1910.4.26.92;NHMUK;M;21,8;13;7,6;6,5;18,5;128;43,9;84,1;34,3;92;2;HM;1;0;0
Upucerthia validirostris_1904.7.9.10;Furnariidae;PASSERIFORMES;5072;1904.7.9.10;NHMUK;M;36,1;27,9;4,1;5,2;26,3;85;11,3;73,7;13,3;62;2;CS;1;0;0
Upucerthia validirostris_1904.7.9.10;Furnariidae;PASSERIFORMES;5072;1904.7.9.10;NHMUK;M;35,6;NA;3,7;4,9;26,3;86;NA;NA;NA;62;1;GT;0;0;0
Urocissa caerulea_1907.12.12.8;Corvidae;PASSERIFORMES;6931;1907.12.12.8;NHMUK;M;47,8;NA;13,2;17,1;51,8;204;33;171;16,2;368;3;CR;0;0;0
Urocissa caerulea_1907.12.12.8;Corvidae;PASSERIFORMES;6931;1907.12.12.8;NHMUK;M;43,8;28,3;10,5;16,5;47,6;203;30,3;172,7;14,9;370;2;CS;1;0;0
Urocissa caerulea_1907.12.12.8;Corvidae;PASSERIFORMES;6931;1907.12.12.8;NHMUK;M;49,8;NA;10,9;15,9;52,9;215;NA;NA;NA;380;1;GT;0;0;0
Urocissa caerulea_97.6.1.630;Corvidae;PASSERIFORMES;6931;97.6.1.630;NHMUK;M;47;NA;15,4;17,2;55,6;205;32;173;15,6;415;2;CR;0;0;0
Urocissa caerulea_97.6.1.630;Corvidae;PASSERIFORMES;6931;97.6.1.630;NHMUK;M;44,5;28;13;16,9;52,1;204;29,9;174,1;14,7;420;1;CS;1;0;0
Urocissa flavirostris_1939.12.8.292;Corvidae;PASSERIFORMES;6932;1939.12.8.292;NHMUK;M;38,3;21,4;10,1;12,1;45,1;177;24,9;152,1;14,1;353;2;CS;1;0;0
Urocissa flavirostris_1939.12.8.292;Corvidae;PASSERIFORMES;6932;1939.12.8.292;NHMUK;M;35,9;NA;8,9;11,9;42,5;175;NA;NA;NA;360;1;GT;0;0;0
Urocissa ornata_1916.9.20.544;Corvidae;PASSERIFORMES;6930;1916.9.20.544;NHMUK;M;44,6;NA;13,2;15,2;44,2;168;24;144;14,3;237;3;CR;0;0;0
Urocissa ornata_1916.9.20.544;Corvidae;PASSERIFORMES;6930;1916.9.20.544;NHMUK;M;42,1;24;10,2;15,2;42,6;171;24,4;146,6;14,3;253;2;CS;1;0;0
Urocissa ornata_1916.9.20.544;Corvidae;PASSERIFORMES;6930;1916.9.20.544;NHMUK;F;41,3;NA;12,6;15,2;42,9;167;NA;NA;NA;250;1;GT;0;0;0
Urocissa ornata_87.11.20.357;Corvidae;PASSERIFORMES;6930;87.11.20.357;NHMUK;M;43,2;NA;15,4;17,3;48;168;25;143;14,9;225;2;CR;0;0;0
Urocissa ornata_87.11.20.357;Corvidae;PASSERIFORMES;6930;87.11.20.357;NHMUK;M;41,4;24,7;10,2;15,9;43,5;167;22,5;144,5;13,5;241;1;CS;1;0;0
Urocissa xanthomelana_1927.6.5.453;Corvidae;PASSERIFORMES;6934;1927.6.5.453;NHMUK;M;47,9;NA;14,6;17,7;56,7;218;48;170;22;190;2;CR;0;0;0
Urocissa xanthomelana_1927.6.5.453;Corvidae;PASSERIFORMES;6934;1927.6.5.453;NHMUK;M;45,4;28,1;11,7;16,8;52,2;216;29,6;186,4;13,7;215;1;CS;1;0;0
Urocissa xanthomelana_1927.6.5.454;Corvidae;PASSERIFORMES;6934;1927.6.5.454;NHMUK;M;48,4;NA;15,2;16,7;56;215;40;175;18,6;203;2;CR;0;0;0
Urocissa xanthomelana_1927.6.5.454;Corvidae;PASSERIFORMES;6934;1927.6.5.454;NHMUK;M;49,4;NA;15,4;16,6;55;213;46;167;21,6;199;3;CR;0;0;0
Urocissa xanthomelana_1927.6.5.454;Corvidae;PASSERIFORMES;6934;1927.6.5.454;NHMUK;M;45,6;29,8;12,2;15,8;51,7;211;27,2;183,8;12,9;223;1;CS;1;0;0
Urocynchramus pylzowi_1898.11.1.835;Urocynchramidae;PASSERIFORMES;9622;1898.11.1.835;NHMUK;F;13,1;NA;4,6;4,6;21,8;69;NA;NA;NA;79;2;GT;0;0;0
Urocynchramus pylzowi_1898.11.1.835;Urocynchramidae;PASSERIFORMES;9622;1898.11.1.835;NHMUK;F;12,6;6,9;3,8;4,4;21,6;70;10,4;59,6;14,9;74;1;HM;1;0;0
Urocynchramus pylzowi_1898.11.1.836;Urocynchramidae;PASSERIFORMES;9622;1898.11.1.836;NHMUK;M;13;NA;4,4;5,1;23,3;72;NA;NA;NA;77;2;GT;0;0;0
Urocynchramus pylzowi_1898.11.1.836;Urocynchramidae;PASSERIFORMES;9622;1898.11.1.836;NHMUK;M;12,2;7;4,1;4,7;21,2;71;11,6;59,4;16,3;76,5;1;HM;1;0;0
Uromyias agilis_1938.6.19.19;Tyrannidae;PASSERIFORMES;5690;1938.6.19.19;NHMUK;M;10,9;5,9;3,9;2,8;18,1;57;6,2;50,8;10,9;68,5;2;AP;1;0;0
Uromyias agilis_1938.6.19.19;Tyrannidae;PASSERIFORMES;5690;1938.6.19.19;NHMUK;M;11,5;NA;3,3;2,8;17,5;57;NA;NA;NA;66;1;GT;0;0;0
Urosphena squameiceps_1914.6.12.173;Scotocercidae;PASSERIFORMES;8016;1914.6.12.173;NHMUK;M;13,2;7,9;2,6;2,5;18;50;10,5;39,5;21;30;2;CS;1;0;0
Urosphena squameiceps_1914.6.12.173;Scotocercidae;PASSERIFORMES;8016;1914.6.12.173;NHMUK;M;13,8;NA;2,3;2,6;17;52;NA;NA;NA;31;1;GT;0;0;0
Urosphena subulata_85.4.11.2;Scotocercidae;PASSERIFORMES;8018;85.4.11.2;NHMUK;M;14,5;8,6;2,6;2,7;18,3;51,5;5,1;46,4;9,9;29;2;CS;1;0;0
Urosphena subulata_85.4.11.2;Scotocercidae;PASSERIFORMES;8018;85.4.11.2;NHMUK;M;14,8;NA;2,5;2,8;19;52;NA;NA;NA;27;1;GT;0;0;0
Urothraupis stolzmanni_1938.12.20.117;Thraupidae;PASSERIFORMES;10963;1938.12.20.117;NHMUK;M;13,2;7,6;3,4;4;21;73;10,6;62,4;14,5;70;2;CS;1;0;0
Urothraupis stolzmanni_1938.12.20.117;Thraupidae;PASSERIFORMES;10963;1938.12.20.117;NHMUK;M;15,3;NA;2,9;4,1;24,1;75;NA;NA;NA;73;1;GT;0;0;0
Vauriella goodfellowi_1912.9.8.64;Muscicapidae;PASSERIFORMES;9192;1912.9.8.64;NHMUK;M;18,9;11,8;5,4;5,1;21,9;87;11,1;75,9;12,8;72;2;CS;1;0;0
Vauriella goodfellowi_1912.9.8.64;Muscicapidae;PASSERIFORMES;9192;1912.9.8.64;NHMUK;M;20,1;NA;5,4;5,3;22,9;87;NA;NA;NA;71;1;GT;0;0;0
Vauriella insignis_97.5.13.246;Muscicapidae;PASSERIFORMES;9191;97.5.13.246;NHMUK;F;18;10,3;4;4,8;27,8;80,5;10,9;69,6;13,5;67;2;CS;1;0;0
Vauriella insignis_97.5.13.246;Muscicapidae;PASSERIFORMES;9191;97.5.13.246;NHMUK;F;18,5;NA;4;4,8;34,8;81;NA;NA;NA;68;1;GT;0;0;0
Veniliornis affinis_89.2.26.144;Picidae;PICIFORMES;3992;89.2.26.144;NHMUK;M;22,1;NA;5;6,1;14,8;94;NA;NA;NA;62;1;GT;0;0;0
Veniliornis affinis_89.2.26.144;Picidae;PICIFORMES;3992;89.2.26.144;NHMUK;M;22;17;5,8;6;16,2;92,5;19,2;73,3;20,8;61,4;2;NJT;1;0;0
Veniliornis dignus_89.2.26.168;Picidae;PICIFORMES;3990;89.2.26.168;NHMUK;M;23,1;NA;5;5,6;19,1;100;NA;NA;NA;59;1;GT;0;0;0
Veniliornis dignus_89.2.26.168;Picidae;PICIFORMES;3990;89.2.26.168;NHMUK;M;21,4;15,5;5,5;6,1;18,6;98;24,2;73,8;24,7;56;2;MNC;1;0;0
Veniliornis frontalis_89.2.26.162;Picidae;PICIFORMES;3988;89.2.26.162;NHMUK;M;24,2;NA;6,5;5,8;17;93;NA;NA;NA;67;1;GT;0;0;0
Veniliornis frontalis_89.2.26.162;Picidae;PICIFORMES;3988;89.2.26.162;NHMUK;M;21,1;16,4;6,2;5,5;17,4;91;16,7;74,3;18,4;59;2;SEIJ;1;0;0
Veniliornis passerinus_1837.5.13.158;Picidae;PICIFORMES;3987;1837.5.13.158;NHMUK;M;19,9;NA;4,3;5,3;19,4;67;NA;NA;NA;50;2;GT;0;0;0
Veniliornis passerinus_1837.5.13.158;Picidae;PICIFORMES;3987;1837.5.13.158;NHMUK;M;21,9;16,5;4,4;5;18;79;13,2;65,8;16,7;40;1;HM;1;0;0
Verreauxia africana_1904.7.18.50;Picidae;PICIFORMES;3756;1904.7.18.50;NHMUK;F;10,5;NA;4,4;4,8;11,2;50;NA;NA;NA;23;1;GT;0;0;0
Verreauxia africana_1904.7.18.50;Picidae;PICIFORMES;3756;1904.7.18.50;NHMUK;F;9,3;8;3,7;4,6;10,5;47,9;5,9;42;12,3;17;2;MNC;1;0;0
Vidua codringtoni_1946.5.955;Viduidae;PASSERIFORMES;9904;1946.5.955;NHMUK;M;10,2;6,1;4,4;5,6;14,8;65,5;14,1;51,4;21,5;42;2;CS;1;0;0
Vidua codringtoni_1946.5.955;Viduidae;PASSERIFORMES;9904;1946.5.955;NHMUK;M;10,8;NA;5,1;5,5;15,9;66;NA;NA;NA;36;1;GT;0;0;0
Vidua interjecta_1923.10.26.405;Viduidae;PASSERIFORMES;9893;1923.10.26.405;NHMUK;M;11,8;6,8;4,8;6;16,8;77;18,8;58,2;24,4;62;1;CS;1;0;0
Vidua interjecta_1923.10.26.405;Viduidae;PASSERIFORMES;9893;1923.10.26.405;NHMUK;M;12,2;NA;5,8;6,5;16,4;77;NA;NA;NA;NA;2;GT;0;0;0
Vidua raricola_1928.4.20.248;Viduidae;PASSERIFORMES;9903;1928.4.20.248;NHMUK;M;9,5;5,2;4,1;5,6;13,6;63,5;14,1;49,4;22,2;38;2;CS;1;0;0
Vidua raricola_1928.4.20.248;Viduidae;PASSERIFORMES;9903;1928.4.20.248;NHMUK;M;8,9;NA;3,9;5,9;13,8;64;NA;NA;NA;40;1;GT;0;0;0
Vidua regia_79.9.7.244;Viduidae;PASSERIFORMES;9895;79.9.7.244;NHMUK;M;11,5;6,2;4,2;6;15,5;73;16,2;56,8;22,2;42;2;CS;1;0;0
Vidua regia_79.9.7.244;Viduidae;PASSERIFORMES;9895;79.9.7.244;NHMUK;M;11,5;NA;5,3;NA;15,5;71;NA;NA;NA;NA;1;GT;0;0;0
Vidua togoensis_1935.7.17.134;Viduidae;PASSERIFORMES;9897;1935.7.17.134;NHMUK;M;11,1;7,1;4,8;6,2;16,2;74;16,1;57,9;21,8;58;2;CS;1;0;0
Vidua togoensis_1935.7.17.134;Viduidae;PASSERIFORMES;9897;1935.7.17.134;NHMUK;M;11,8;NA;5,8;6,7;15,7;73;NA;NA;NA;NA;1;GT;0;0;0
Vireo atricapilla_1891.11.3.284;Vireonidae;PASSERIFORMES;6420;1891.11.3.284;NHMUK;F;12,4;NA;NA;NA;18,5;55;7,8;47,2;14,2;42,9;2;APH;0;0;0
Vireo atricapilla_1891.11.3.284;Vireonidae;PASSERIFORMES;6420;1891.11.3.284;NHMUK;F;12,1;6,3;3,4;3,5;18,3;52;8,7;43,3;16,7;42;1;CV;1;0;0
Vireo atricapilla_1924.11.1.21;Vireonidae;PASSERIFORMES;6420;1924.11.1.21;NHMUK;F;12,6;NA;NA;4;18,4;55,6;8,1;47,5;14,6;42,4;2;APH;0;0;0
